,online,reservations,rating,votes,location,rest_type,cost_for_two,type
404,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,200,Delivery
405,Yes,No,3.4,8,Banashankari,Other,250,Delivery
406,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,400,Delivery
407,Yes,No,3.73178,0,Banashankari,Quick Bites,400,Delivery
408,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,200,Delivery
409,Yes,No,3.1,4,Banashankari,Delivery,350,Delivery
410,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",500,Delivery
411,Yes,No,3.73178,0,Banashankari,Quick Bites,150,Delivery
412,Yes,No,3.73178,0,Kumaraswamy Layout,"Takeaway, Delivery",300,Delivery
413,Yes,No,3.3,4,Kumaraswamy Layout,Other,100,Delivery
414,Yes,No,3.4,12,Jayanagar,Quick Bites,300,Delivery
415,Yes,No,3.73178,0,Jayanagar,Bakery,150,Delivery
416,Yes,No,3.9,14,Jayanagar,Casual Dining,600,Delivery
417,Yes,No,3.7,0,Jayanagar,Quick Bites,300,Delivery
418,Yes,No,2.8,5,City Market,"Takeaway, Delivery",199,Delivery
419,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",800,Delivery
420,Yes,No,3.5,15,Banashankari,Quick Bites,250,Delivery
421,Yes,No,3.4,4,Basavanagudi,Casual Dining,500,Delivery
422,Yes,No,3.73178,0,Mysore Road,Other,250,Delivery
423,Yes,No,3.6,17,Basavanagudi,Quick Bites,300,Delivery
424,Yes,No,3.3,6,Banashankari,Quick Bites,500,Delivery
425,Yes,No,3.4,10,Banashankari,Quick Bites,100,Delivery
426,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Delivery
427,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,1000,Delivery
428,Yes,No,3.73178,0,Basavanagudi,Quick Bites,100,Delivery
429,Yes,Yes,4.2,150,Banashankari,Cafe,600,Delivery
430,Yes,No,4.0,232,Basavanagudi,Casual Dining,750,Delivery
431,Yes,No,3.9,38,Basavanagudi,Quick Bites,200,Delivery
432,Yes,Yes,3.5,431,Jayanagar,Casual Dining,800,Delivery
433,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800,Delivery
434,Yes,No,4.2,150,Jayanagar,Casual Dining,800,Delivery
435,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,200,Delivery
436,Yes,No,3.8,155,Jayanagar,Casual Dining,450,Delivery
437,Yes,No,3.7,33,Basavanagudi,Quick Bites,200,Delivery
438,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar",1000,Delivery
439,Yes,No,3.73178,0,Jayanagar,Quick Bites,200,Delivery
440,Yes,No,3.9,240,Basavanagudi,Cafe,700,Delivery
441,Yes,No,3.8,918,Banashankari,Other,800,Delivery
442,Yes,No,4.0,465,Jayanagar,Casual Dining,600,Delivery
443,Yes,Yes,4.1,970,Jayanagar,Other,1500,Delivery
444,Yes,No,3.3,128,Banashankari,Quick Bites,300,Delivery
445,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,300,Delivery
446,Yes,No,3.4,22,Banashankari,Quick Bites,200,Delivery
447,Yes,No,4.3,734,Banashankari,Quick Bites,200,Delivery
448,Yes,No,3.8,130,Jayanagar,Quick Bites,400,Delivery
449,Yes,No,4.2,261,Jayanagar,Cafe,700,Delivery
450,Yes,No,4.0,191,Kumaraswamy Layout,Quick Bites,300,Delivery
451,Yes,No,4.1,364,Basavanagudi,Casual Dining,550,Delivery
452,Yes,No,3.8,133,Banashankari,Quick Bites,300,Delivery
453,Yes,No,3.9,888,Banashankari,Casual Dining,750,Delivery
454,Yes,No,3.1,13,Banashankari,Cafe,400,Delivery
455,Yes,No,3.9,750,Basavanagudi,Casual Dining,500,Delivery
456,Yes,Yes,4.2,164,Banashankari,Cafe,500,Delivery
457,Yes,No,3.2,6,Banashankari,Delivery,200,Delivery
458,Yes,No,3.8,527,Basavanagudi,Casual Dining,500,Delivery
459,No,No,4.3,345,Banashankari,Dessert Parlor,400,Desserts
460,No,No,4.4,356,Banashankari,Other,150,Desserts
461,Yes,No,3.7,17,Banashankari,Dessert Parlor,400,Desserts
462,Yes,No,3.9,38,Banashankari,Dessert Parlor,150,Desserts
463,No,No,3.7,78,Banashankari,Other,150,Desserts
464,No,No,3.8,60,Banashankari,Dessert Parlor,400,Desserts
465,Yes,No,4.0,115,Banashankari,Other,400,Desserts
466,No,No,3.8,39,Banashankari,Bakery,300,Desserts
467,Yes,No,3.9,116,Banashankari,Dessert Parlor,400,Desserts
468,Yes,No,3.8,918,Banashankari,Other,800,Desserts
469,No,No,3.7,46,Banashankari,Other,400,Desserts
470,Yes,No,3.9,41,Banashankari,Dessert Parlor,300,Desserts
471,Yes,No,3.8,144,Banashankari,Cafe,700,Desserts
472,No,No,3.8,28,Banashankari,Other,150,Desserts
473,Yes,No,4.3,860,Banashankari,Dessert Parlor,500,Desserts
474,No,No,3.5,14,Banashankari,Other,200,Desserts
475,No,No,4.0,66,Banashankari,Bakery,300,Desserts
476,Yes,No,3.2,8,Banashankari,Other,100,Desserts
477,Yes,No,3.7,54,Banashankari,Other,400,Desserts
478,No,No,3.5,7,Banashankari,Dessert Parlor,500,Desserts
479,No,No,3.2,9,Banashankari,Dessert Parlor,300,Desserts
480,No,No,3.6,42,Banashankari,Other,300,Desserts
481,No,No,3.8,64,Banashankari,Quick Bites,250,Desserts
482,Yes,No,3.6,14,Banashankari,Bakery,350,Desserts
483,No,No,3.8,45,Banashankari,"Takeaway, Delivery",400,Desserts
484,No,No,3.2,11,Banashankari,Cafe,600,Desserts
485,No,No,3.5,13,Banashankari,Bakery,300,Desserts
486,No,No,3.4,7,Banashankari,Dessert Parlor,150,Desserts
487,No,No,3.4,8,Banashankari,Bakery,400,Desserts
488,No,No,3.73178,0,Banashankari,Dessert Parlor,150,Desserts
489,No,No,3.73178,0,Banashankari,Bakery,300,Desserts
490,No,No,2.9,25,Banashankari,Dessert Parlor,200,Desserts
491,No,No,3.2,17,Banashankari,Dessert Parlor,150,Desserts
492,No,No,3.73178,0,Banashankari,Delivery,500,Desserts
493,No,No,3.73178,0,Banashankari,Other,300,Desserts
494,No,No,3.73178,0,Banashankari,Other,200,Desserts
495,Yes,No,3.9,35,Banashankari,Delivery,500,Desserts
496,Yes,No,3.9,70,Banashankari,Dessert Parlor,400,Desserts
497,No,No,4.0,98,Basavanagudi,Other,400,Desserts
498,No,No,3.7,25,Basavanagudi,Dessert Parlor,250,Desserts
499,Yes,No,4.0,219,Basavanagudi,Cafe,600,Desserts
500,Yes,No,4.0,73,Basavanagudi,Bakery,300,Desserts
501,No,No,3.6,16,Basavanagudi,Other,150,Desserts
502,No,No,3.6,8,Basavanagudi,Bakery,250,Desserts
503,Yes,No,3.8,15,Basavanagudi,Bakery,400,Desserts
504,No,No,3.6,46,Basavanagudi,Other,200,Desserts
505,No,No,3.73178,0,Basavanagudi,Bakery,300,Desserts
506,Yes,No,3.3,13,Basavanagudi,Other,300,Desserts
507,Yes,No,3.3,9,Basavanagudi,Dessert Parlor,250,Desserts
508,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,250,Desserts
509,Yes,No,2.7,97,Basavanagudi,Casual Dining,400,Desserts
510,No,No,3.73178,0,JP Nagar,Dessert Parlor,200,Desserts
511,Yes,No,3.7,22,Basavanagudi,Other,250,Desserts
512,No,No,3.5,15,Basavanagudi,Other,400,Desserts
513,No,No,3.73178,0,Jayanagar,Other,350,Desserts
514,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,250,Desserts
515,Yes,No,3.9,888,Banashankari,Casual Dining,750,Dine-out
516,Yes,Yes,4.0,349,Banashankari,Casual Dining,1200,Dine-out
517,Yes,No,4.2,287,Banashankari,Quick Bites,350,Dine-out
518,Yes,Yes,4.6,2556,Banashankari,Other,600,Dine-out
519,Yes,Yes,4.2,354,Banashankari,Casual Dining,800,Dine-out
520,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Dine-out
521,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800,Dine-out
522,No,Yes,3.8,977,Banashankari,Other,1300,Dine-out
523,No,No,4.1,868,Banashankari,Other,1200,Dine-out
524,Yes,No,4.0,324,Banashankari,Cafe,700,Dine-out
525,Yes,No,4.1,787,Banashankari,Casual Dining,800,Dine-out
526,Yes,No,4.2,504,Banashankari,Cafe,550,Dine-out
527,Yes,No,4.1,402,Banashankari,Cafe,500,Dine-out
528,Yes,Yes,4.2,150,Banashankari,Cafe,600,Dine-out
529,Yes,Yes,4.2,164,Banashankari,Cafe,500,Dine-out
530,No,No,4.2,244,Banashankari,Casual Dining,800,Dine-out
531,Yes,No,4.0,771,Banashankari,Casual Dining,450,Dine-out
532,Yes,No,4.2,1647,Banashankari,Casual Dining,600,Dine-out
533,No,Yes,4.0,808,Banashankari,Casual Dining,850,Dine-out
534,No,No,4.0,424,Banashankari,Cafe,450,Dine-out
535,Yes,No,3.9,135,Banashankari,Casual Dining,800,Dine-out
536,No,No,3.9,28,Banashankari,Other,300,Dine-out
537,Yes,No,3.8,918,Banashankari,Other,800,Dine-out
538,Yes,No,3.8,90,Banashankari,Cafe,650,Dine-out
539,Yes,No,3.9,519,Banashankari,Casual Dining,900,Dine-out
540,Yes,No,3.6,105,Banashankari,Casual Dining,700,Dine-out
541,No,No,3.7,43,Banashankari,Other,700,Dine-out
542,No,No,3.7,46,Banashankari,Other,400,Dine-out
543,Yes,No,3.9,133,Banashankari,Cafe,800,Dine-out
544,Yes,No,3.8,144,Banashankari,Cafe,700,Dine-out
545,No,No,3.9,93,Banashankari,Cafe,300,Dine-out
546,Yes,No,3.8,42,Banashankari,Quick Bites,300,Dine-out
547,Yes,No,2.5,247,Banashankari,Casual Dining,500,Dine-out
548,Yes,No,3.1,13,Banashankari,Cafe,400,Dine-out
549,No,No,3.7,39,Banashankari,Casual Dining,450,Dine-out
550,Yes,No,3.0,62,Banashankari,Cafe,400,Dine-out
551,Yes,No,3.8,160,Banashankari,Casual Dining,700,Dine-out
552,No,No,3.5,14,Banashankari,Other,200,Dine-out
553,No,No,3.8,42,Banashankari,Casual Dining,700,Dine-out
554,Yes,No,3.1,119,Banashankari,Casual Dining,700,Dine-out
555,Yes,No,3.6,129,Banashankari,Casual Dining,600,Dine-out
556,No,No,3.3,62,Banashankari,Other,800,Dine-out
557,No,No,3.73178,0,Banashankari,Other,200,Dine-out
558,Yes,No,3.6,24,Banashankari,Casual Dining,600,Dine-out
559,No,No,3.73178,0,Banashankari,Casual Dining,500,Dine-out
560,No,No,2.6,283,Banashankari,Casual Dining,600,Dine-out
561,No,No,3.6,42,Banashankari,Other,300,Dine-out
562,No,No,3.4,10,Banashankari,Quick Bites,300,Dine-out
563,No,No,3.7,39,Banashankari,Casual Dining,950,Dine-out
564,Yes,No,3.8,59,Banashankari,Casual Dining,750,Dine-out
565,Yes,No,3.5,179,Banashankari,Casual Dining,600,Dine-out
566,No,No,3.8,62,Banashankari,Quick Bites,150,Dine-out
567,No,No,3.4,6,Banashankari,Casual Dining,500,Dine-out
568,No,No,3.1,30,Banashankari,Other,1000,Dine-out
569,No,No,3.5,10,Banashankari,Quick Bites,300,Dine-out
570,No,No,3.6,36,Banashankari,Casual Dining,500,Dine-out
571,No,No,3.7,31,Banashankari,Cafe,300,Dine-out
572,No,No,3.73178,0,Banashankari,Other,500,Dine-out
573,No,No,3.2,11,Banashankari,Cafe,600,Dine-out
574,No,No,3.0,98,Banashankari,Other,800,Dine-out
575,No,No,3.5,18,Banashankari,Other,150,Dine-out
576,No,No,3.5,10,Banashankari,Casual Dining,500,Dine-out
577,No,No,2.7,128,Banashankari,Casual Dining,850,Dine-out
578,No,No,3.73178,0,Banashankari,Quick Bites,400,Dine-out
579,Yes,No,2.8,45,Banashankari,Casual Dining,800,Dine-out
580,Yes,No,3.2,119,Banashankari,Casual Dining,400,Dine-out
581,Yes,No,3.4,12,Banashankari,Other,150,Dine-out
582,No,No,3.73178,0,Banashankari,Quick Bites,350,Dine-out
583,No,No,3.3,4,Banashankari,Cafe,500,Dine-out
584,No,No,3.73178,0,Banashankari,Cafe,900,Dine-out
585,No,No,3.73178,0,Banashankari,Casual Dining,700,Dine-out
586,No,No,3.73178,0,Banashankari,Other,150,Dine-out
587,Yes,No,3.5,41,South Bangalore,Other,400,Dine-out
588,Yes,No,3.7,405,Banashankari,Casual Dining,750,Dine-out
589,Yes,No,3.9,388,Banashankari,Casual Dining,650,Dine-out
590,No,No,4.7,651,Banashankari,Quick Bites,100,Dine-out
591,Yes,No,4.3,734,Banashankari,Quick Bites,200,Dine-out
592,No,No,3.7,21,Banashankari,Quick Bites,450,Dine-out
593,No,No,4.0,1047,Banashankari,Quick Bites,450,Dine-out
594,Yes,No,3.8,505,Banashankari,Quick Bites,450,Dine-out
595,No,No,3.6,55,Banashankari,Quick Bites,200,Dine-out
596,Yes,No,3.9,264,Banashankari,Quick Bites,200,Dine-out
597,Yes,No,3.8,133,Banashankari,Quick Bites,300,Dine-out
598,Yes,No,3.9,286,Banashankari,Quick Bites,500,Dine-out
599,No,No,4.4,343,Banashankari,Quick Bites,100,Dine-out
600,Yes,No,3.6,66,Banashankari,Quick Bites,150,Dine-out
601,Yes,No,3.4,10,Banashankari,Quick Bites,100,Dine-out
602,Yes,No,3.8,61,Banashankari,Quick Bites,300,Dine-out
603,No,No,3.8,70,Banashankari,Quick Bites,500,Dine-out
604,Yes,No,3.6,28,Banashankari,Quick Bites,300,Dine-out
605,Yes,No,3.8,70,Banashankari,Quick Bites,100,Dine-out
606,Yes,No,3.8,28,Banashankari,Quick Bites,150,Dine-out
607,Yes,No,3.5,15,Banashankari,Quick Bites,250,Dine-out
608,Yes,No,3.8,131,Banashankari,Quick Bites,250,Dine-out
609,No,No,3.8,19,Banashankari,Quick Bites,150,Dine-out
610,Yes,No,3.7,237,Banashankari,Quick Bites,200,Dine-out
611,Yes,No,3.3,6,Banashankari,Quick Bites,500,Dine-out
612,Yes,No,4.1,201,Banashankari,Quick Bites,300,Dine-out
613,Yes,No,2.8,506,Banashankari,Quick Bites,500,Dine-out
614,No,No,4.1,520,Banashankari,Quick Bites,300,Dine-out
615,Yes,No,3.8,104,Banashankari,Quick Bites,300,Dine-out
616,No,No,3.7,88,Banashankari,Quick Bites,300,Dine-out
617,Yes,No,3.6,95,Banashankari,Quick Bites,150,Dine-out
618,Yes,No,3.7,136,Banashankari,Quick Bites,600,Dine-out
619,Yes,No,3.8,101,Banashankari,Quick Bites,400,Dine-out
620,Yes,No,4.2,60,Banashankari,Quick Bites,200,Dine-out
621,No,No,3.9,88,Banashankari,Quick Bites,250,Dine-out
622,No,No,3.5,8,Banashankari,Quick Bites,200,Dine-out
623,No,No,3.4,145,Banashankari,Quick Bites,300,Dine-out
624,Yes,No,3.6,46,Banashankari,Quick Bites,500,Dine-out
625,Yes,No,3.4,22,Banashankari,Quick Bites,200,Dine-out
626,Yes,No,3.9,57,Banashankari,Quick Bites,200,Dine-out
627,No,No,3.8,189,Banashankari,Quick Bites,300,Dine-out
628,No,No,3.7,22,Banashankari,Quick Bites,500,Dine-out
629,Yes,No,3.6,18,Banashankari,Quick Bites,250,Dine-out
630,Yes,No,3.7,73,Banashankari,Quick Bites,400,Dine-out
631,No,No,3.8,39,Banashankari,Quick Bites,350,Dine-out
632,Yes,No,3.9,540,Banashankari,Quick Bites,800,Dine-out
633,No,No,3.6,71,Banashankari,Quick Bites,250,Dine-out
634,Yes,No,3.6,24,Banashankari,Quick Bites,250,Dine-out
635,No,No,3.73178,0,Banashankari,Quick Bites,100,Dine-out
636,No,No,3.5,11,Banashankari,Quick Bites,300,Dine-out
637,No,No,3.4,9,Banashankari,Quick Bites,350,Dine-out
638,No,No,3.5,12,Banashankari,Quick Bites,500,Dine-out
639,Yes,No,3.8,120,Banashankari,Quick Bites,250,Dine-out
640,Yes,No,3.0,82,Banashankari,Quick Bites,300,Dine-out
641,Yes,No,3.5,88,Banashankari,Quick Bites,350,Dine-out
642,Yes,No,3.73178,0,Banashankari,Quick Bites,400,Dine-out
643,Yes,No,4.0,17,Banashankari,Quick Bites,150,Dine-out
644,Yes,No,3.0,87,Banashankari,Quick Bites,600,Dine-out
645,Yes,No,3.4,14,Banashankari,Quick Bites,300,Dine-out
646,No,No,3.5,31,Banashankari,Quick Bites,200,Dine-out
647,No,No,3.5,17,Banashankari,Quick Bites,300,Dine-out
648,Yes,No,4.2,415,Banashankari,Quick Bites,500,Dine-out
649,Yes,No,3.3,128,Banashankari,Quick Bites,300,Dine-out
650,No,No,4.1,94,Banashankari,Quick Bites,100,Dine-out
651,No,No,3.8,64,Banashankari,Quick Bites,250,Dine-out
652,No,No,3.7,65,Banashankari,Quick Bites,300,Dine-out
653,Yes,No,3.4,7,Banashankari,Quick Bites,250,Dine-out
654,No,No,3.3,5,Banashankari,Quick Bites,350,Dine-out
655,No,No,3.5,52,Banashankari,Quick Bites,300,Dine-out
656,Yes,No,2.7,123,Banashankari,Quick Bites,200,Dine-out
657,Yes,No,3.0,290,Banashankari,Quick Bites,450,Dine-out
658,Yes,No,3.7,59,Banashankari,Quick Bites,200,Dine-out
659,No,No,3.7,130,Banashankari,Quick Bites,200,Dine-out
660,Yes,No,2.8,91,Banashankari,Quick Bites,400,Dine-out
661,Yes,No,3.3,12,Banashankari,Quick Bites,300,Dine-out
662,Yes,No,3.5,80,Banashankari,Quick Bites,250,Dine-out
663,Yes,No,3.9,441,Banashankari,Quick Bites,400,Dine-out
664,No,No,3.4,10,Banashankari,Quick Bites,250,Dine-out
665,No,No,3.5,12,Banashankari,Quick Bites,100,Dine-out
666,No,No,3.4,7,Banashankari,Quick Bites,100,Dine-out
667,No,No,3.4,8,Banashankari,Quick Bites,300,Dine-out
668,No,No,3.73178,0,Banashankari,Quick Bites,200,Dine-out
669,No,No,3.2,9,Banashankari,Quick Bites,300,Dine-out
670,No,No,3.6,47,Banashankari,Quick Bites,150,Dine-out
671,No,No,3.1,29,Banashankari,Quick Bites,150,Dine-out
672,No,No,3.73178,0,Banashankari,Quick Bites,250,Dine-out
673,No,No,3.73178,0,Banashankari,Quick Bites,150,Dine-out
674,Yes,No,3.8,66,Banashankari,Quick Bites,300,Dine-out
675,Yes,No,3.1,28,Banashankari,Quick Bites,200,Dine-out
676,No,No,3.2,4,Banashankari,Quick Bites,200,Dine-out
677,No,No,3.3,7,Banashankari,Quick Bites,200,Dine-out
678,No,No,3.2,5,Banashankari,Quick Bites,250,Dine-out
679,No,No,3.1,6,Banashankari,Quick Bites,100,Dine-out
680,No,No,3.3,17,Banashankari,Quick Bites,200,Dine-out
681,No,No,3.0,27,Banashankari,Quick Bites,200,Dine-out
682,No,No,3.1,9,Banashankari,Quick Bites,200,Dine-out
683,No,No,3.3,4,Banashankari,Quick Bites,200,Dine-out
684,No,No,3.7,21,Banashankari,Quick Bites,150,Dine-out
685,No,No,3.6,22,Banashankari,Quick Bites,300,Dine-out
686,No,No,3.0,15,Banashankari,Quick Bites,300,Dine-out
687,No,No,3.73178,0,Banashankari,Other,350,Dine-out
688,No,No,3.73178,0,Banashankari,Quick Bites,300,Dine-out
689,No,No,3.73178,0,Banashankari,Quick Bites,450,Dine-out
690,Yes,No,3.73178,0,Banashankari,Quick Bites,200,Dine-out
691,Yes,No,3.4,19,Banashankari,Quick Bites,200,Dine-out
692,Yes,No,3.4,8,Banashankari,Other,250,Dine-out
693,Yes,No,3.73178,0,Banashankari,Quick Bites,150,Dine-out
694,Yes,No,3.6,84,Banashankari,Quick Bites,250,Dine-out
695,No,No,4.0,42,Banashankari,Quick Bites,300,Dine-out
696,Yes,No,3.0,213,Banashankari,Quick Bites,400,Dine-out
697,Yes,No,2.9,11,Banashankari,Quick Bites,500,Dine-out
698,Yes,No,3.8,58,Banashankari,Quick Bites,300,Dine-out
699,No,No,4.2,725,Jayanagar,Quick Bites,350,Dine-out
700,Yes,No,3.9,750,Basavanagudi,Casual Dining,500,Dine-out
701,No,No,3.8,166,Basavanagudi,Casual Dining,600,Dine-out
702,No,No,4.4,4460,Basavanagudi,Quick Bites,150,Dine-out
703,No,No,3.9,153,Basavanagudi,Casual Dining,350,Dine-out
704,Yes,No,3.8,469,Basavanagudi,Casual Dining,750,Dine-out
705,Yes,No,4.1,364,Basavanagudi,Casual Dining,550,Dine-out
706,Yes,No,3.8,286,Basavanagudi,Casual Dining,600,Dine-out
707,Yes,No,3.8,527,Basavanagudi,Casual Dining,500,Dine-out
708,Yes,No,3.9,101,Basavanagudi,Quick Bites,150,Dine-out
709,Yes,No,4.1,558,Basavanagudi,Quick Bites,150,Dine-out
710,No,No,3.8,94,Mysore Road,Casual Dining,550,Dine-out
711,No,No,3.8,148,Basavanagudi,Other,550,Dine-out
712,No,No,2.7,377,Basavanagudi,Other,1100,Dine-out
713,No,No,3.9,206,Basavanagudi,Quick Bites,450,Dine-out
714,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",800,Dine-out
715,No,No,3.9,100,Basavanagudi,Quick Bites,300,Dine-out
716,Yes,No,4.2,444,Basavanagudi,Quick Bites,100,Dine-out
717,No,No,3.9,133,Basavanagudi,Casual Dining,650,Dine-out
718,Yes,No,4.0,219,Basavanagudi,Cafe,600,Dine-out
719,No,No,4.2,253,Basavanagudi,Quick Bites,250,Dine-out
720,No,No,3.4,51,Basavanagudi,Quick Bites,350,Dine-out
721,No,No,3.7,61,Basavanagudi,Casual Dining,600,Dine-out
722,Yes,No,3.8,155,Mysore Road,Casual Dining,400,Dine-out
723,Yes,No,3.9,233,Jayanagar,Casual Dining,800,Dine-out
724,Yes,No,3.7,264,Mysore Road,Casual Dining,750,Dine-out
725,No,No,3.9,66,Basavanagudi,Casual Dining,400,Dine-out
726,No,No,4.1,238,Basavanagudi,Quick Bites,600,Dine-out
727,Yes,No,3.8,58,Basavanagudi,Quick Bites,150,Dine-out
728,Yes,No,3.9,47,Basavanagudi,Quick Bites,200,Dine-out
729,Yes,No,3.5,155,Basavanagudi,Quick Bites,400,Dine-out
730,Yes,No,4.1,176,Basavanagudi,Casual Dining,800,Dine-out
731,Yes,No,3.7,93,Basavanagudi,Quick Bites,200,Dine-out
732,No,No,3.8,124,Basavanagudi,Quick Bites,300,Dine-out
733,Yes,No,4.3,275,Basavanagudi,Quick Bites,100,Dine-out
734,No,No,4.2,254,Basavanagudi,Quick Bites,150,Dine-out
735,No,No,4.1,177,Basavanagudi,Quick Bites,100,Dine-out
736,Yes,No,3.7,23,Jayanagar,Quick Bites,300,Dine-out
737,Yes,No,4.0,132,Basavanagudi,Quick Bites,200,Dine-out
738,Yes,No,3.6,35,Jayanagar,Quick Bites,300,Dine-out
739,Yes,No,3.8,74,Basavanagudi,Quick Bites,300,Dine-out
740,Yes,No,3.9,38,Basavanagudi,Quick Bites,200,Dine-out
741,Yes,No,3.4,4,Basavanagudi,Casual Dining,500,Dine-out
742,Yes,No,3.9,543,Basavanagudi,Quick Bites,300,Dine-out
743,No,No,4.0,52,Basavanagudi,Quick Bites,300,Dine-out
744,No,No,3.7,217,Basavanagudi,Casual Dining,450,Dine-out
745,No,No,2.9,34,Basavanagudi,Casual Dining,750,Dine-out
746,No,No,3.3,6,Basavanagudi,Quick Bites,300,Dine-out
747,Yes,No,3.6,15,Basavanagudi,Quick Bites,100,Dine-out
748,No,No,3.9,111,Basavanagudi,Casual Dining,700,Dine-out
749,Yes,No,3.8,133,Basavanagudi,Quick Bites,200,Dine-out
750,No,No,3.8,39,Jayanagar,Quick Bites,250,Dine-out
751,No,No,4.0,64,Basavanagudi,Quick Bites,200,Dine-out
752,No,No,3.6,16,Mysore Road,Quick Bites,300,Dine-out
753,Yes,No,3.8,25,Basavanagudi,Quick Bites,350,Dine-out
754,No,No,3.6,8,Mysore Road,Casual Dining,800,Dine-out
755,No,No,3.3,6,Basavanagudi,Casual Dining,450,Dine-out
756,No,No,3.2,14,Jayanagar,Quick Bites,250,Dine-out
757,No,No,3.6,46,Basavanagudi,Quick Bites,450,Dine-out
758,No,No,3.8,148,Basavanagudi,Quick Bites,150,Dine-out
759,Yes,No,3.7,21,Mysore Road,Quick Bites,300,Dine-out
760,No,No,3.8,55,South Bangalore,Other,300,Dine-out
761,No,No,3.73178,0,Nagarbhavi,Casual Dining,800,Dine-out
762,No,No,3.73178,0,Basavanagudi,Casual Dining,450,Dine-out
763,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,700,Dine-out
764,Yes,No,3.7,31,Mysore Road,Quick Bites,300,Dine-out
765,No,No,3.3,4,Jayanagar,Quick Bites,250,Dine-out
766,No,No,3.2,4,Basavanagudi,Quick Bites,100,Dine-out
767,No,No,3.73178,0,Basavanagudi,Quick Bites,100,Dine-out
768,No,No,3.9,26,Basavanagudi,Quick Bites,300,Dine-out
769,Yes,No,3.7,57,Basavanagudi,Quick Bites,200,Dine-out
770,Yes,No,3.2,71,Basavanagudi,Quick Bites,600,Dine-out
771,Yes,No,3.73178,0,Basavanagudi,Quick Bites,300,Dine-out
772,No,No,3.6,22,Basavanagudi,Quick Bites,150,Dine-out
773,No,No,3.73178,0,Mysore Road,Quick Bites,150,Dine-out
774,No,No,3.2,8,Mysore Road,Quick Bites,150,Dine-out
775,No,No,3.73178,0,Mysore Road,Quick Bites,400,Dine-out
776,No,No,3.73178,0,Basavanagudi,Quick Bites,150,Dine-out
777,No,No,3.73178,0,Mysore Road,Quick Bites,250,Dine-out
778,No,No,3.73178,0,Jayanagar,Quick Bites,200,Dine-out
779,Yes,No,3.2,11,Basavanagudi,Quick Bites,150,Dine-out
780,Yes,No,3.6,17,Basavanagudi,Quick Bites,300,Dine-out
781,No,Yes,3.8,977,Banashankari,Other,1300,Drinks & nightlife
782,No,No,4.1,868,Banashankari,Other,1200,Drinks & nightlife
783,No,No,3.7,43,Banashankari,Other,700,Drinks & nightlife
784,No,No,3.3,62,Banashankari,Other,800,Drinks & nightlife
785,No,No,3.1,30,Banashankari,Other,1000,Drinks & nightlife
786,No,No,3.73178,0,Banashankari,Other,500,Drinks & nightlife
787,No,No,3.0,98,Banashankari,Other,800,Drinks & nightlife
788,No,No,2.7,377,Basavanagudi,Other,1100,Drinks & nightlife
789,Yes,Yes,4.4,2487,Bannerghatta Road,Other,900,Buffet
790,Yes,Yes,4.2,1964,Bannerghatta Road,Casual Dining,1000,Buffet
791,Yes,No,4.3,3178,Bannerghatta Road,Casual Dining,750,Buffet
792,Yes,No,3.3,455,Bannerghatta Road,Casual Dining,550,Buffet
793,No,No,3.1,19,Bannerghatta Road,Casual Dining,800,Buffet
794,No,Yes,4.7,3845,JP Nagar,Casual Dining,1600,Buffet
795,No,No,4.3,353,JP Nagar,Casual Dining,1200,Buffet
796,No,Yes,4.1,1234,JP Nagar,Casual Dining,800,Buffet
797,Yes,Yes,4.1,1538,JP Nagar,Casual Dining,1000,Buffet
798,No,Yes,3.9,49,JP Nagar,Casual Dining,900,Buffet
799,Yes,Yes,3.8,756,JP Nagar,Casual Dining,1000,Buffet
800,Yes,Yes,4.0,347,JP Nagar,Casual Dining,1000,Buffet
801,No,Yes,4.0,165,JP Nagar,Casual Dining,1000,Buffet
802,No,No,3.3,177,JP Nagar,Casual Dining,950,Buffet
803,No,No,2.7,43,JP Nagar,Casual Dining,1000,Buffet
804,Yes,No,3.0,102,BTM,Casual Dining,600,Buffet
805,Yes,No,3.8,54,Bannerghatta Road,Cafe,500,Cafes
806,No,Yes,4.0,200,Bannerghatta Road,Cafe,700,Cafes
807,Yes,No,3.9,102,Bannerghatta Road,Cafe,450,Cafes
808,Yes,No,3.7,171,Bannerghatta Road,Cafe,300,Cafes
809,Yes,No,3.7,37,Bannerghatta Road,Cafe,400,Cafes
