,online,reservations,rating,votes,location,rest_type,cost_for_two,type
5245,Yes,No,3.7,44,Commercial Street,Quick Bites,250,Dine-out
25128,Yes,No,3.6,92,Marathahalli,Quick Bites,700,Delivery
3986,Yes,No,3.8,72,Brigade Road,Cafe,650,Cafes
12649,Yes,No,4.6,3760,Indiranagar,"Casual Dining, Bar",1200,Delivery
15939,Yes,No,3.6,37,Nagawara,Casual Dining,750,Delivery
10675,No,No,3.0,17,Electronic City,"Casual Dining, Bar",1000,Dine-out
30642,Yes,No,4.0,218,Bellandur,Quick Bites,400,Dine-out
8902,No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,800,Dine-out
8900,No,No,4.1,873,JP Nagar,Quick Bites,300,Dine-out
21388,No,Yes,4.3,2254,Koramangala 5th Block,Casual Dining,1100,Buffet
9952,No,Yes,4.3,286,St. Marks Road,Other,1200,Drinks & nightlife
22125,No,No,4.2,272,Koramangala 6th Block,Other,1400,Drinks & nightlife
28075,Yes,Yes,4.1,348,Old Airport Road,Other,900,Dine-out
27967,Yes,No,3.73178,0,Thippasandra,Dessert Parlor,300,Delivery
27195,No,No,4.0,34,Hebbal,Bakery,200,Desserts
3142,Yes,No,4.0,162,HSR,Quick Bites,500,Delivery
14951,Yes,No,3.5,7,Banashankari,Quick Bites,500,Dine-out
31640,No,No,3.5,45,Whitefield,Casual Dining,700,Dine-out
29914,Yes,No,3.8,19,Sarjapur Road,Quick Bites,400,Delivery
19831,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,200,Delivery
25901,No,No,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,650,Dine-out
520,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Dine-out
385,Yes,No,3.5,88,Banashankari,Quick Bites,350,Delivery
15258,Yes,Yes,4.0,743,Bannerghatta Road,Casual Dining,800,Delivery
18547,Yes,No,4.3,654,Koramangala 6th Block,Quick Bites,250,Dine-out
16221,Yes,No,3.4,10,Kammanahalli,"Takeaway, Delivery",500,Delivery
10180,Yes,No,3.8,36,Electronic City,Casual Dining,900,Delivery
14705,Yes,No,4.0,1784,Jayanagar,Quick Bites,200,Dine-out
28815,No,No,3.4,7,Vijay Nagar,Quick Bites,500,Delivery
10930,No,Yes,4.3,153,Ulsoor,Other,2800,Buffet
29993,Yes,No,3.6,97,Sarjapur Road,Quick Bites,300,Delivery
19875,Yes,No,3.9,316,Jayanagar,Quick Bites,300,Delivery
19696,Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,700,Delivery
14006,Yes,No,3.9,984,Jayanagar,Quick Bites,500,Delivery
2449,No,No,3.6,31,Jayanagar,Quick Bites,200,Delivery
16757,Yes,No,3.73178,0,HBR Layout,Quick Bites,350,Dine-out
29053,No,No,3.9,117,Malleshwaram,Casual Dining,500,Dine-out
24674,Yes,Yes,4.2,841,Brookefield,Casual Dining,700,Delivery
438,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar",1000,Delivery
31048,Yes,No,3.0,176,Whitefield,Quick Bites,400,Delivery
12481,No,No,4.3,1651,Indiranagar,Other,1300,Cafes
168,Yes,No,3.5,45,Kumaraswamy Layout,Quick Bites,350,Delivery
14302,Yes,No,4.1,167,Jayanagar,Quick Bites,400,Delivery
23430,No,No,4.0,108,Cunningham Road,Quick Bites,400,Dine-out
17996,No,No,3.4,8,Koramangala 8th Block,Quick Bites,300,Delivery
28432,Yes,No,3.2,166,Domlur,Quick Bites,600,Dine-out
3978,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,1800,Buffet
23881,Yes,No,3.2,10,RT Nagar,Other,200,Delivery
26234,Yes,No,3.6,31,Frazer Town,Quick Bites,450,Delivery
16114,Yes,No,3.4,23,Kalyan Nagar,Casual Dining,550,Delivery
3609,Yes,No,2.8,32,Bellandur,Other,200,Dine-out
10272,No,No,4.0,67,Electronic City,Dessert Parlor,200,Delivery
29491,No,No,4.3,1817,Residency Road,Casual Dining,800,Dine-out
4696,Yes,No,3.9,64,Brigade Road,Other,250,Desserts
23609,No,Yes,4.4,375,Vasanth Nagar,Other,3000,Drinks & nightlife
20033,Yes,No,3.7,26,HSR,Delivery,500,Delivery
28811,No,No,3.3,12,Vijay Nagar,Casual Dining,800,Delivery
23975,Yes,No,3.8,591,Rajajinagar,Casual Dining,700,Delivery
8285,No,No,3.73178,0,BTM,"Takeaway, Delivery",400,Desserts
681,No,No,3.0,27,Banashankari,Quick Bites,200,Dine-out
14505,Yes,No,3.9,211,Jayanagar,Other,400,Desserts
24563,No,No,4.3,2318,Malleshwaram,Other,1800,Drinks & nightlife
1521,Yes,No,3.4,7,JP Nagar,Quick Bites,300,Delivery
19361,Yes,No,3.6,21,Jayanagar,Quick Bites,150,Delivery
10250,No,Yes,3.8,473,Electronic City,Casual Dining,650,Delivery
25079,No,No,3.2,4,Brookefield,Other,500,Delivery
6091,Yes,No,3.4,20,Whitefield,Bakery,300,Delivery
24766,No,No,3.1,16,Marathahalli,Quick Bites,400,Delivery
2135,No,No,3.7,28,BTM,Casual Dining,500,Dine-out
20804,Yes,No,3.9,585,Koramangala,Delivery,450,Delivery
5202,No,No,2.6,26,Residency Road,Quick Bites,400,Dine-out
28657,Yes,No,3.8,35,Basaveshwara Nagar,Dessert Parlor,250,Delivery
30220,Yes,Yes,3.7,37,Bellandur,Casual Dining,1500,Delivery
22186,No,No,3.1,122,Lavelle Road,"Casual Dining, Bar",1200,Buffet
25509,Yes,No,4.0,284,Marathahalli,Casual Dining,750,Dine-out
15685,Yes,No,3.1,122,Bannerghatta Road,Quick Bites,500,Dine-out
27981,Yes,No,3.7,47,Old Airport Road,Dessert Parlor,250,Desserts
10867,No,No,3.5,42,Electronic City,Quick Bites,400,Dine-out
3021,Yes,Yes,4.4,1381,Sarjapur Road,Other,1500,Delivery
6682,No,No,3.6,32,Whitefield,Casual Dining,1000,Dine-out
459,No,No,4.3,345,Banashankari,Dessert Parlor,400,Desserts
31563,No,Yes,4.1,1003,Whitefield,Other,1500,Dine-out
27453,No,Yes,4.6,9272,Old Airport Road,Other,1800,Buffet
30347,Yes,No,3.9,66,Sarjapur Road,Other,600,Desserts
13326,No,No,4.4,2658,Indiranagar,Casual Dining,1200,Dine-out
4459,Yes,No,3.73178,0,Frazer Town,Delivery,500,Delivery
4371,Yes,No,3.73178,0,Residency Road,Quick Bites,150,Delivery
23555,Yes,Yes,4.5,1239,St. Marks Road,"Casual Dining, Bar",1700,Drinks & nightlife
24040,No,No,3.73178,0,Malleshwaram,Quick Bites,200,Delivery
25512,Yes,Yes,4.0,561,Marathahalli,Casual Dining,900,Dine-out
10388,No,No,3.2,4,Electronic City,Dessert Parlor,200,Delivery
4289,Yes,No,3.73178,0,Vasanth Nagar,Casual Dining,600,Delivery
26210,Yes,No,4.0,242,Indiranagar,Casual Dining,500,Delivery
14272,Yes,No,3.6,60,JP Nagar,Quick Bites,500,Delivery
24927,No,No,3.4,37,Marathahalli,Quick Bites,400,Delivery
759,Yes,No,3.7,21,Mysore Road,Quick Bites,300,Dine-out
16782,Yes,No,3.6,18,Kammanahalli,Quick Bites,200,Dine-out
26020,No,No,4.0,29,Brigade Road,Cafe,450,Cafes
23141,No,No,2.8,132,Brigade Road,Casual Dining,650,Dine-out
1201,Yes,No,3.5,40,BTM,Casual Dining,350,Delivery
7672,Yes,Yes,4.3,516,Koramangala 6th Block,Casual Dining,2500,Delivery
23968,No,No,3.73178,0,New BEL Road,Quick Bites,100,Delivery
15105,No,No,3.1,6,Wilson Garden,Other,200,Dine-out
6433,No,No,3.73178,0,Marathahalli,Delivery,400,Desserts
12296,No,No,3.3,5,HSR,Quick Bites,100,Dine-out
8723,No,No,3.5,27,BTM,Quick Bites,200,Dine-out
2662,Yes,No,4.2,109,Jayanagar,Casual Dining,800,Dine-out
20274,Yes,No,3.0,46,Koramangala 4th Block,Quick Bites,200,Delivery
29283,Yes,Yes,4.6,4841,Cunningham Road,Other,1300,Delivery
1978,Yes,No,3.4,8,Bannerghatta Road,Quick Bites,200,Dine-out
1280,No,No,4.3,423,Bannerghatta Road,Dessert Parlor,150,Delivery
13488,No,No,3.9,82,Indiranagar,Quick Bites,300,Dine-out
29518,Yes,No,3.9,253,Residency Road,Quick Bites,500,Dine-out
16734,Yes,No,3.5,12,Kammanahalli,Quick Bites,300,Dine-out
4388,Yes,Yes,4.1,523,Indiranagar,Casual Dining,800,Delivery
26818,No,No,4.5,1604,Brigade Road,"Casual Dining, Bar",1500,Pubs and bars
8674,No,No,3.5,6,BTM,Quick Bites,400,Dine-out
6492,Yes,No,4.0,544,Brookefield,Bakery,450,Dine-out
24319,Yes,No,3.9,461,Malleshwaram,Quick Bites,200,Dine-out
12957,No,Yes,4.0,869,Indiranagar,Casual Dining,1100,Delivery
31093,Yes,No,2.8,89,Whitefield,Other,500,Delivery
13730,Yes,No,2.8,413,Old Airport Road,Casual Dining,700,Dine-out
1940,No,No,3.2,4,Bannerghatta Road,Quick Bites,350,Dine-out
18716,No,No,3.73178,0,Ejipura,Quick Bites,100,Dine-out
2528,Yes,No,4.0,253,Jayanagar,Dessert Parlor,300,Desserts
2420,Yes,No,3.6,16,Koramangala 7th Block,Delivery,300,Delivery
9619,Yes,No,4.3,655,Cunningham Road,Other,750,Desserts
17329,No,No,3.4,5,Banaswadi,Quick Bites,250,Dine-out
4106,Yes,No,4.1,1125,Domlur,Delivery,650,Delivery
28205,No,No,2.9,31,Jeevan Bhima Nagar,Quick Bites,400,Dine-out
26114,Yes,No,3.5,18,Ulsoor,Quick Bites,400,Delivery
31398,No,Yes,4.3,1776,Whitefield,Other,1700,Delivery
6935,No,No,4.5,3826,Koramangala 5th Block,Cafe,800,Cafes
22133,No,Yes,4.5,6384,Koramangala 7th Block,Other,1600,Pubs and bars
15789,Yes,No,3.5,19,Kanakapura Road,Casual Dining,400,Dine-out
23712,Yes,No,3.7,21,Malleshwaram,"Takeaway, Delivery",300,Delivery
4194,Yes,No,3.5,17,Ulsoor,Quick Bites,400,Delivery
5871,Yes,No,3.3,34,Whitefield,Delivery,500,Delivery
1075,Yes,No,3.5,221,BTM,Other,400,Delivery
22646,No,No,4.3,72,Residency Road,Cafe,400,Delivery
25473,Yes,Yes,4.0,914,Marathahalli,Casual Dining,750,Dine-out
15720,No,Yes,4.4,1154,BTM,"Casual Dining, Bar",1100,Dine-out
24699,Yes,No,3.7,163,Marathahalli,Delivery,400,Delivery
7251,Yes,No,3.4,13,HSR,Quick Bites,150,Delivery
30151,Yes,No,3.1,117,Sarjapur Road,Casual Dining,550,Delivery
1397,No,No,3.7,17,Bannerghatta Road,"Takeaway, Delivery",350,Delivery
5312,No,No,3.73178,0,Ulsoor,Quick Bites,300,Dine-out
31273,No,No,2.6,76,Whitefield,Casual Dining,500,Delivery
13396,No,Yes,4.0,601,Indiranagar,Other,1800,Dine-out
2859,No,No,3.9,25,Bellandur,Cafe,400,Cafes
25905,Yes,No,3.4,89,Whitefield,Quick Bites,300,Dine-out
19849,Yes,No,3.8,71,BTM,Casual Dining,1000,Delivery
24780,Yes,No,4.2,3367,Marathahalli,Casual Dining,600,Delivery
16505,No,No,3.5,9,Banaswadi,Cafe,350,Desserts
27484,No,No,3.4,6,Thippasandra,Cafe,500,Cafes
836,No,No,3.4,48,JP Nagar,Cafe,550,Cafes
24839,No,No,3.7,41,Marathahalli,Quick Bites,500,Delivery
12711,Yes,No,3.9,120,Jeevan Bhima Nagar,Quick Bites,250,Delivery
24175,No,No,4.1,81,Malleshwaram,Dessert Parlor,100,Desserts
25815,Yes,No,3.7,210,Marathahalli,Other,600,Dine-out
31066,Yes,Yes,3.6,32,Whitefield,Casual Dining,450,Delivery
25147,Yes,No,3.5,57,Marathahalli,Quick Bites,400,Delivery
19620,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,350,Delivery
2020,No,No,3.7,535,JP Nagar,Casual Dining,950,Dine-out
9904,No,No,3.3,13,Vasanth Nagar,Casual Dining,600,Dine-out
8886,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,750,Dine-out
21928,Yes,No,4.3,1594,Koramangala 5th Block,Casual Dining,550,Dine-out
17817,Yes,No,3.8,127,BTM,Quick Bites,400,Delivery
17757,Yes,Yes,4.2,1621,Koramangala 4th Block,Casual Dining,1500,Delivery
31928,No,No,3.3,4,Whitefield,Quick Bites,300,Dine-out
20236,No,No,3.4,21,Ejipura,Quick Bites,350,Delivery
2916,Yes,No,3.9,214,Bellandur,Quick Bites,400,Delivery
18069,Yes,No,3.73178,0,Koramangala 4th Block,Other,300,Desserts
11746,Yes,No,3.3,213,Sarjapur Road,Casual Dining,600,Delivery
11898,Yes,No,3.9,170,HSR,Delivery,400,Delivery
14826,Yes,Yes,3.9,0,JP Nagar,Casual Dining,800,Dine-out
6281,Yes,No,3.9,62,Whitefield,Quick Bites,200,Delivery
18012,No,No,3.5,9,Koramangala 6th Block,Delivery,400,Delivery
21308,Yes,No,3.8,102,Koramangala 7th Block,Quick Bites,400,Dine-out
10493,No,No,3.73178,0,Electronic City,Quick Bites,150,Desserts
13722,No,Yes,4.3,126,Old Airport Road,Other,6000,Dine-out
10543,Yes,No,3.9,678,Electronic City,Casual Dining,800,Dine-out
12101,Yes,No,2.8,484,HSR,Casual Dining,400,Dine-out
21840,Yes,Yes,4.2,1706,Koramangala 5th Block,Cafe,650,Desserts
133,Yes,Yes,4.1,175,Jayanagar,Casual Dining,500,Delivery
1334,Yes,No,3.7,17,JP Nagar,Dessert Parlor,350,Delivery
11845,No,No,3.4,7,Bommanahalli,Quick Bites,300,Delivery
10406,No,No,3.4,6,Electronic City,Quick Bites,250,Delivery
7,Yes,Yes,4.6,2556,Banashankari,Other,600,Cafes
4705,No,No,3.9,66,Brigade Road,Dessert Parlor,200,Desserts
20683,Yes,Yes,4.2,1369,Koramangala 7th Block,"Casual Dining, Bar",1400,Pubs and bars
22956,No,Yes,4.5,8402,Brigade Road,Other,2000,Dine-out
19687,Yes,No,3.1,6,Jayanagar,Casual Dining,550,Delivery
18531,Yes,No,3.9,326,Koramangala 6th Block,Casual Dining,500,Dine-out
7696,Yes,Yes,4.1,1774,Koramangala 5th Block,Other,1200,Delivery
12805,Yes,No,4.2,159,Indiranagar,Quick Bites,600,Delivery
19507,Yes,Yes,3.9,536,HSR,Casual Dining,900,Delivery
19046,Yes,Yes,4.2,1704,Koramangala 5th Block,Cafe,650,Cafes
31655,Yes,No,4.0,743,Whitefield,Casual Dining,750,Dine-out
28104,Yes,No,3.9,124,Old Airport Road,Quick Bites,250,Dine-out
4715,Yes,Yes,4.2,2840,Residency Road,Other,800,Desserts
8057,Yes,Yes,4.4,2493,Bannerghatta Road,Other,900,Delivery
6744,No,No,3.2,4,Whitefield,"Takeaway, Delivery",600,Dine-out
10951,Yes,No,4.5,857,Indiranagar,Delivery,500,Delivery
5181,No,No,2.2,48,Residency Road,Casual Dining,600,Dine-out
18855,No,No,3.0,15,BTM,Other,1000,Dine-out
25042,Yes,No,4.2,44,Marathahalli,Dessert Parlor,300,Delivery
19496,Yes,No,3.2,16,BTM,Delivery,350,Delivery
14564,No,No,3.7,44,JP Nagar,Dessert Parlor,200,Desserts
13664,Yes,No,4.0,330,Jeevan Bhima Nagar,Quick Bites,500,Dine-out
4085,Yes,No,4.0,1864,Frazer Town,Casual Dining,750,Delivery
14092,Yes,No,3.6,38,Jayanagar,Quick Bites,300,Delivery
26594,Yes,No,3.7,66,Ulsoor,Cafe,800,Dine-out
26424,No,No,4.0,122,Church Street,Other,500,Desserts
4293,Yes,No,3.4,6,Ulsoor,Bakery,400,Delivery
30085,Yes,Yes,4.2,1060,Sarjapur Road,Casual Dining,1300,Delivery
30560,Yes,No,3.2,44,Sarjapur Road,Quick Bites,600,Dine-out
6602,Yes,No,3.9,279,Marathahalli,Casual Dining,750,Dine-out
15388,Yes,No,3.7,37,JP Nagar,Quick Bites,300,Delivery
4223,Yes,No,4.3,1703,Church Street,Other,1300,Delivery
28546,Yes,No,3.3,537,West Bangalore,Delivery,450,Delivery
28086,Yes,No,3.6,120,Old Airport Road,Casual Dining,550,Dine-out
16780,Yes,No,2.9,215,Kammanahalli,Quick Bites,500,Dine-out
19244,Yes,No,4.0,18,BTM,Quick Bites,100,Delivery
6619,Yes,No,3.6,197,Whitefield,Casual Dining,700,Dine-out
20381,No,No,4.0,40,Koramangala 6th Block,Dessert Parlor,300,Desserts
13820,No,No,4.2,1651,Indiranagar,Other,1200,Drinks & nightlife
20126,No,No,3.9,154,Koramangala 6th Block,Quick Bites,200,Delivery
7594,Yes,Yes,3.8,256,Bannerghatta Road,Casual Dining,800,Delivery
14279,Yes,No,3.9,187,Koramangala 8th Block,Quick Bites,400,Delivery
14170,Yes,No,3.8,924,Banashankari,Other,800,Delivery
14045,Yes,Yes,4.1,2725,BTM,Casual Dining,800,Delivery
25466,No,Yes,4.4,619,Marathahalli,"Casual Dining, Bar",1000,Dine-out
2252,Yes,No,3.9,319,Bannerghatta Road,Casual Dining,650,Delivery
5053,Yes,No,3.9,463,Ulsoor,Other,800,Dine-out
6352,No,No,3.2,10,Marathahalli,"Takeaway, Delivery",500,Delivery
15400,Yes,No,3.9,891,Banashankari,Casual Dining,750,Delivery
23468,No,Yes,3.9,158,Cunningham Road,Casual Dining,1100,Dine-out
4068,Yes,No,3.9,142,Old Airport Road,Casual Dining,800,Delivery
26194,Yes,No,4.0,1104,Ulsoor,Casual Dining,1300,Delivery
24166,No,No,3.4,4,Malleshwaram,Other,150,Desserts
964,Yes,No,4.1,237,JP Nagar,Dessert Parlor,500,Delivery
31659,No,No,3.5,11,Whitefield,Casual Dining,800,Dine-out
15311,Yes,No,3.9,37,JP Nagar,Quick Bites,400,Delivery
16174,Yes,No,2.9,38,Kalyan Nagar,Delivery,700,Delivery
17847,Yes,No,3.3,4,HSR,Other,200,Delivery
13075,No,No,3.5,217,Jeevan Bhima Nagar,Quick Bites,150,Delivery
12088,Yes,Yes,4.0,803,HSR,Cafe,700,Dine-out
15266,Yes,No,3.3,22,Bannerghatta Road,Casual Dining,600,Delivery
11604,No,No,3.8,41,HSR,Dessert Parlor,200,Delivery
27518,No,No,3.9,49,Indiranagar,Cafe,200,Cafes
13553,No,No,3.8,29,Indiranagar,Quick Bites,350,Dine-out
25014,Yes,No,3.7,24,Marathahalli,Quick Bites,250,Delivery
24754,Yes,No,3.0,7,Whitefield,Casual Dining,600,Delivery
9090,Yes,No,3.73178,0,Koramangala 5th Block,Quick Bites,300,Dine-out
5971,No,No,3.73178,0,Whitefield,"Takeaway, Delivery",150,Delivery
27038,Yes,No,3.73178,0,Sahakara Nagar,Other,200,Delivery
27374,No,No,3.4,6,New BEL Road,Quick Bites,250,Dine-out
16083,Yes,No,3.8,69,Kalyan Nagar,Quick Bites,300,Delivery
2173,Yes,No,2.9,255,BTM,Quick Bites,250,Dine-out
22140,Yes,Yes,4.5,3177,Koramangala 5th Block,"Casual Dining, Bar",1500,Pubs and bars
16886,No,No,3.73178,0,Banaswadi,Quick Bites,150,Dine-out
17739,Yes,No,3.9,1247,HSR,"Casual Dining, Bar",1400,Delivery
14612,Yes,No,4.1,620,Jayanagar,Casual Dining,750,Dine-out
29407,Yes,No,3.0,114,Frazer Town,Delivery,500,Delivery
17016,Yes,No,3.9,118,Kammanahalli,Casual Dining,550,Dine-out
28991,No,No,3.5,49,Basaveshwara Nagar,Other,250,Dine-out
9767,No,No,4.0,102,Richmond Road,Casual Dining,550,Dine-out
25829,Yes,No,4.0,472,Brookefield,Casual Dining,700,Dine-out
24985,Yes,No,3.6,58,Marathahalli,"Takeaway, Delivery",300,Delivery
5048,Yes,Yes,4.0,188,Shivajinagar,"Casual Dining, Bar",1300,Dine-out
31557,No,No,3.9,74,Whitefield,"Casual Dining, Bar",1200,Dine-out
6918,No,No,4.0,147,BTM,Cafe,400,Cafes
17906,Yes,No,3.7,175,HSR,"Takeaway, Delivery",400,Delivery
8079,Yes,No,3.73178,0,BTM,Casual Dining,700,Delivery
12766,Yes,No,3.6,38,Indiranagar,Quick Bites,350,Delivery
8005,Yes,No,3.9,15,HSR,"Takeaway, Delivery",400,Delivery
30003,Yes,No,4.1,1036,HSR,Casual Dining,500,Delivery
30277,No,No,3.4,7,Bellandur,Quick Bites,200,Delivery
18598,Yes,No,3.9,85,Koramangala 7th Block,Quick Bites,400,Dine-out
10424,Yes,No,3.6,18,Electronic City,Other,200,Delivery
3438,No,No,3.73178,0,Sarjapur Road,Delivery,500,Delivery
5427,No,Yes,4.2,3116,Lavelle Road,Other,2500,Drinks & nightlife
19470,Yes,No,3.6,15,BTM,Quick Bites,300,Delivery
103,No,No,3.5,13,Banashankari,Bakery,300,Delivery
14964,Yes,No,3.3,395,Koramangala 7th Block,Quick Bites,400,Dine-out
16372,No,No,3.73178,0,Kammanahalli,Delivery,300,Delivery
8145,No,No,3.73178,0,HSR,Delivery,450,Delivery
4211,Yes,No,4.0,289,Indiranagar,Dessert Parlor,300,Delivery
12146,Yes,No,3.9,92,HSR,Other,250,Dine-out
28023,Yes,No,4.1,124,Indiranagar,Other,450,Desserts
8757,Yes,Yes,4.2,2616,Koramangala 5th Block,Casual Dining,1300,Dine-out
20367,Yes,No,4.1,511,Koramangala 6th Block,Dessert Parlor,500,Desserts
23912,Yes,No,4.0,69,Malleshwaram,Cafe,500,Delivery
828,No,No,4.1,521,JP Nagar,Cafe,550,Cafes
25999,Yes,Yes,4.4,723,MG Road,Other,1700,Cafes
20944,Yes,Yes,4.4,682,Koramangala 7th Block,Casual Dining,1500,Delivery
24987,Yes,No,4.1,426,Marathahalli,Casual Dining,1000,Delivery
5211,No,No,4.1,356,Richmond Road,Quick Bites,400,Dine-out
13902,No,Yes,4.2,536,MG Road,Other,1500,Pubs and bars
26939,Yes,No,4.0,449,Sanjay Nagar,"Takeaway, Delivery",400,Delivery
23840,Yes,No,3.7,119,New BEL Road,Casual Dining,400,Delivery
21497,Yes,No,4.0,358,BTM,Quick Bites,400,Delivery
31762,No,No,3.5,21,Whitefield,Casual Dining,600,Dine-out
1631,Yes,No,3.73178,0,Bannerghatta Road,Delivery,250,Delivery
23448,No,Yes,3.8,25,Ulsoor,Cafe,2200,Dine-out
30113,Yes,No,3.6,22,Sarjapur Road,Quick Bites,300,Delivery
26771,No,No,4.2,643,St. Marks Road,Other,1300,Drinks & nightlife
2434,Yes,No,3.8,75,Jayanagar,Quick Bites,300,Delivery
26494,No,No,4.5,1602,Brigade Road,"Casual Dining, Bar",1500,Dine-out
28577,Yes,No,4.1,31,Vijay Nagar,Quick Bites,150,Delivery
25154,Yes,No,2.8,122,Bellandur,Quick Bites,400,Delivery
23973,Yes,No,3.7,27,Malleshwaram,Other,250,Delivery
1830,Yes,No,3.8,55,Bannerghatta Road,Quick Bites,300,Dine-out
16247,No,No,3.73178,0,Kalyan Nagar,"Takeaway, Delivery",400,Delivery
18590,Yes,No,3.9,43,Koramangala 6th Block,Quick Bites,300,Dine-out
14070,Yes,No,3.9,137,Jayanagar,Quick Bites,400,Delivery
22390,Yes,No,3.7,30,Ulsoor,Bakery,300,Delivery
6137,Yes,No,3.3,18,Whitefield,Other,400,Delivery
21010,Yes,No,4.2,1065,Koramangala 5th Block,Cafe,800,Delivery
8047,Yes,No,3.7,62,HSR,"Takeaway, Delivery",500,Delivery
6049,No,No,3.73178,0,Marathahalli,Delivery,900,Delivery
10054,Yes,No,3.0,546,South Bangalore,Delivery,450,Delivery
18718,No,No,2.3,77,Koramangala 1st Block,Quick Bites,600,Dine-out
28147,Yes,No,3.9,652,Jeevan Bhima Nagar,Casual Dining,500,Dine-out
3366,No,No,3.6,31,Bellandur,Bakery,200,Delivery
3794,No,No,4.1,239,Sarjapur Road,Quick Bites,500,Dine-out
20941,Yes,Yes,4.2,1923,HSR,Other,1500,Delivery
7627,Yes,No,3.6,455,HSR,"Takeaway, Delivery",400,Delivery
12624,Yes,No,4.0,173,Kaggadasapura,Delivery,450,Delivery
29085,Yes,No,3.9,252,Malleshwaram,Cafe,400,Dine-out
14977,Yes,No,3.9,15,JP Nagar,Quick Bites,500,Dine-out
12434,No,No,3.7,51,Bommanahalli,Other,1500,Pubs and bars
26480,Yes,No,3.5,6,MG Road,Quick Bites,400,Dine-out
21601,Yes,Yes,4.1,2347,Jayanagar,Casual Dining,1500,Delivery
9887,No,No,4.0,44,Vasanth Nagar,Cafe,1100,Dine-out
30651,Yes,No,3.9,26,Bellandur,Quick Bites,500,Dine-out
14689,No,No,3.6,15,Jayanagar,Casual Dining,1000,Dine-out
17410,No,No,4.3,294,Koramangala 4th Block,Cafe,850,Cafes
19005,Yes,Yes,4.4,9079,Koramangala 4th Block,Other,600,Buffet
27493,No,No,3.0,1275,Indiranagar,Cafe,500,Cafes
25222,Yes,No,3.0,5,Marathahalli,Casual Dining,600,Delivery
9044,Yes,No,3.8,46,JP Nagar,Quick Bites,450,Dine-out
4879,Yes,No,3.8,30,Brigade Road,Quick Bites,600,Dine-out
17361,Yes,No,3.9,34,Nagawara,Quick Bites,150,Dine-out
26889,Yes,No,4.0,239,New BEL Road,Cafe,500,Cafes
4202,Yes,No,3.8,30,Brigade Road,Quick Bites,600,Delivery
29768,Yes,No,4.1,1221,Brigade Road,Other,2000,Drinks & nightlife
6911,Yes,No,4.0,204,BTM,Other,500,Cafes
23363,No,No,3.1,6,Shivajinagar,Quick Bites,300,Dine-out
13468,Yes,No,3.0,59,Indiranagar,Cafe,500,Dine-out
26456,Yes,Yes,4.4,725,MG Road,Other,1700,Dine-out
17142,Yes,No,4.0,249,Kalyan Nagar,Casual Dining,600,Dine-out
22121,No,Yes,4.1,1244,Koramangala 5th Block,Other,1500,Drinks & nightlife
9266,No,Yes,3.9,281,Koramangala 7th Block,"Casual Dining, Bar",1000,Pubs and bars
19505,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,1000,Delivery
5437,No,Yes,4.2,1418,MG Road,Other,1500,Drinks & nightlife
17037,No,No,3.7,54,Kammanahalli,Other,350,Dine-out
14931,Yes,No,3.7,83,JP Nagar,Quick Bites,400,Dine-out
11288,Yes,No,3.5,24,Frazer Town,Quick Bites,450,Dine-out
17775,Yes,Yes,4.0,1386,Koramangala 7th Block,Casual Dining,1100,Delivery
6157,Yes,No,3.2,379,Whitefield,Casual Dining,1000,Delivery
20945,Yes,No,4.4,950,Koramangala 5th Block,Cafe,900,Delivery
28649,Yes,No,4.3,723,Sadashiv Nagar,Other,400,Delivery
29724,No,No,3.2,4,Wilson Garden,Quick Bites,200,Dine-out
2030,Yes,Yes,4.4,4381,JP Nagar,Other,600,Dine-out
11570,No,No,3.5,40,HSR,Quick Bites,700,Delivery
11677,Yes,No,3.7,25,Sarjapur Road,Dessert Parlor,200,Delivery
16481,No,No,3.73178,0,Kammanahalli,Other,300,Desserts
5174,No,No,3.9,119,Infantry Road,"Casual Dining, Bar",800,Dine-out
9842,Yes,No,3.7,80,Ulsoor,Quick Bites,300,Dine-out
12639,Yes,No,3.9,30,Old Airport Road,Quick Bites,400,Delivery
8710,No,No,3.6,108,BTM,Quick Bites,450,Dine-out
30157,Yes,No,3.8,70,Sarjapur Road,Quick Bites,500,Delivery
25407,No,No,3.3,16,Marathahalli,Dessert Parlor,250,Desserts
11658,Yes,No,3.5,12,HSR,Delivery,600,Delivery
2225,No,No,3.4,13,Jayanagar,Cafe,550,Cafes
27249,No,No,3.9,523,New BEL Road,Other,1100,Dine-out
23066,No,Yes,4.3,430,Residency Road,Other,3500,Dine-out
17431,Yes,No,4.5,2611,Koramangala 5th Block,Other,500,Cafes
24462,No,Yes,4.3,854,Rajajinagar,Casual Dining,800,Dine-out
9123,No,No,3.8,82,Koramangala 7th Block,Quick Bites,200,Dine-out
